task_id,annotation_id,completed_by,relevance_choice,annotation_created_at,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text
413,413,1,1 (Relevant),2025-04-20T21:21:39.609071Z,Target,2025-01-19 07:00:00,Y29tbWVudDoxMTYxMDI3MjMyMDQ5MzMzXzYxOTgyNTk1Mzg2NzAzMA==,,Will you have the HBCU’s designs in store for Black History Month?,2025-01-24,initial,21,0,0,Y29tbWVudDoxMTYxMDI3MjMyMDQ5MzMzXzYxOTgyNTk1Mzg2NzAzMA==,0,58,0 days,will you have the hbcus designs in store for black history month?,will you have the hbcus designs in store for black history month?
414,414,1,0 (Not Relevant),2025-04-20T21:21:43.689046Z,Costco,2025-02-18 15:25:00,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzE0MTgxMzc3NDMyNDM5MDc=,,"I wish they had gas station in Nashua,NH.",2025-02-23,initial,1,0,1,Y29tbWVudDoxMDQ3NDEzOTcwNzUwMDk5XzE0MTgxMzc3NDMyNDM5MDc=,0,377,0 days,"i wish they had gas station in nashua,nh.","i wish they had gas station in nashua,nh."
415,415,1,0 (Not Relevant),2025-04-20T21:22:06.157378Z,Costco,2025-01-31 09:00:00,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzE2NzAyMzU2NjcyNDg5ODY=,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzEzOTMzMTM1MzU0MDg5OTI=,"lol, guess you can’t refute facts, 
 hopefully you’ll educate yourself and quit being so ignorant and discriminatory, leftist!",2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMzNzQ5ODUyMTE2NTExXzE2NzAyMzU2NjcyNDg5ODY=,0,157,0 days,"lol, guess you cant refute facts, hopefully youll educate yourself and quit being so ignorant and discriminatory, leftist!","lol, guess you cant refute facts, hopefully youll educate yourself and quit being so ignorant and discriminatory, leftist!"
416,416,1,1 (Relevant),2025-04-20T21:22:13.383698Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3NjY5Mjk5NDMzMzQ4NDI=,,Strolling through Costco! Appreciating the variety and quality of products as well as their commitment to diversity and inclusion!,2025-02-01,initial,5,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzk3NjY5Mjk5NDMzMzQ4NDI=,0,520,0 days,strolling through costco! appreciating the variety and quality of products as well as their commitment to diversity and inclusion!,strolling through costco! appreciating the variety and quality of products as well as their commitment to diversity and inclusion!
417,417,1,0 (Not Relevant),2025-04-20T21:22:17.365879Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE2ODQzNTE1ODI0Njg3NDA=,,Canadian news said 3 have critical but not life threatening injures. One is a pediatric patient.,2025-02-22,initial,5,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE2ODQzNTE1ODI0Njg3NDA=,0,540,0 days,canadian news said 3 have critical but not life threatening injures. one is a pediatric patient.,canadian news said 3 have critical but not life threatening injures. one is a pediatric patient.
418,418,1,0 (Not Relevant),2025-04-20T21:22:29.297709Z,Delta,2025-02-10 09:02:00,Y29tbWVudDoxMDE5MTM4MTMzNTY4NDMyXzc4MTM4MDkxNzY5OTM3OQ==,,"Expose Corruption, Civil Rights Violations, Judges, Cps.",2025-02-15,initial,1,0,1,Y29tbWVudDoxMDE5MTM4MTMzNTY4NDMyXzc4MTM4MDkxNzY5OTM3OQ==,0,132,0 days,"expose corruption, civil rights violations, judges, cps.","expose corruption, civil rights violations, judges, cps."
419,419,1,0 (Not Relevant),2025-04-20T21:22:40.437803Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzExNTUxMDA3MTk1ODYzNDQ=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU3ODczMzc0NDk5MjY1NA==,"well you continue to comment, which supports them! So thank you!",2025-01-25,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzM3Mjk3NDI1MzA2NTkwODg=,6,0,0 days,"well you continue to comment, which supports them! so thank you!","sorry, i dont entertain arguments with bot accounts that have 3 friends. thanks for commenting and supporting costco though! → dont mistake that im supporting costco. cancelled our membership yesterday. → well you continue to comment, which supports them! so thank you!"
420,420,1,0 (Not Relevant),2025-04-20T21:22:44.373872Z,Target,2025-01-24 08:17:00,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzExNzg4Njk1NTA1MzY2MTY=,,Bay Target welcome Costco,2025-01-31,initial,2,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzExNzg4Njk1NTA1MzY2MTY=,0,488,0 days,bay target welcome costco,bay target welcome costco
421,421,1,0 (Not Relevant),2025-04-20T21:22:47.860328Z,Google,2025-02-24 12:07:00,Y29tbWVudDoxMTkwNjgwNTY1NzQ2NzA5XzEyNjQ3NTk1OTc5NDc5MzA=,,Grrecipes2.com,2025-02-27,initial,2,0,0,Y29tbWVudDoxMTkwNjgwNTY1NzQ2NzA5XzEyNjQ3NTk1OTc5NDc5MzA=,0,196,0 days,grrecipes2.com,grrecipes2.com
422,422,1,0 (Not Relevant),2025-04-20T21:22:52.386484Z,Google,2025-02-01 07:16:00,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEyOTIyMzkzNzg3MTg4MDQ=,,Put it back on the calender with everything else you also removed,2025-02-13,initial,9,0,0,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEyOTIyMzkzNzg3MTg4MDQ=,0,198,0 days,put it back on the calender with everything else you also removed,put it back on the calender with everything else you also removed
423,423,1,1 (Relevant),2025-04-20T21:23:02.098796Z,Costco,2025-01-19 09:00:00,Y29tbWVudDoxMDI0OTcyMDEyOTk0Mjk1XzE3NDM0MjI2OTk3NzgzMDc=,Y29tbWVudDoxMDI0OTcyMDEyOTk0Mjk1XzI0ODI5NzAwMjIwNDY0NTE=,"Your statement ""hiring people that aren't good employees only quota employees."" shows you don't understand the DEI concept.",2025-01-31,reply,1,0,1,Y29tbWVudDoxMDI0OTcyMDEyOTk0Mjk1XzI0ODI5NzAwMjIwNDY0NTE=,1,24,7 days,"your statement ""hiring people that aren't good employees only quota employees."" shows you don't understand the dei concept.","lol. what were costco hiring before? qualified people? by saying they will continue dei they are saying they are hiring people that aren't good employees only quota employees. weird. i'm going to try sam's club. i've been a member of costco since about 1986. let's see what sam's club has. → your statement ""hiring people that aren't good employees only quota employees."" shows you don't understand the dei concept."
424,424,1,1 (Relevant),2025-04-20T21:23:07.052119Z,Costco,2025-01-26 19:20:00,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4Xzk1NTA5NjIxMzIzNTQ4OA==,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzEzMjgzNzkyNjE2MjU0Mjk=,they also underpay their employees,2025-02-01,reply,0,0,1,Y29tbWVudDoxMDMwNDA2MTQ5MTE3NTQ4XzEzMjgzNzkyNjE2MjU0Mjk=,1,4,0 days,they also underpay their employees,sam's club is better and they don't believe in dei → they also underpay their employees
425,425,1,0 (Not Relevant),2025-04-20T21:23:10.863403Z,Google,2025-02-06 07:42:00,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzI1MDM4MTkyMjk5NDk3OTE=,,"Your ""gulf of America"" change makes Google a laughing stock around the world. I'm switching to Apple maps.",2025-02-13,initial,0,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzI1MDM4MTkyMjk5NDk3OTE=,0,485,0 days,"your ""gulf of america"" change makes google a laughing stock around the world. i'm switching to apple maps.","your ""gulf of america"" change makes google a laughing stock around the world. i'm switching to apple maps."
426,426,1,0 (Not Relevant),2025-04-20T21:23:17.161778Z,Costco,2025-01-09 09:00:00,Y29tbWVudDoxMDE3MTA5MzAzNzgwNTY2XzYyNTM2Mzc1MDE1NjA4MQ==,Y29tbWVudDoxMDE3MTA5MzAzNzgwNTY2XzI0MDk1ODQyNzI3Mzc4MTI=,"The Sun is your source?
 https://mediabiasfactcheck.com/the-sun/",2025-01-10,reply,4,1,1,Y29tbWVudDoxMDE3MTA5MzAzNzgwNTY2XzI0MDk1ODQyNzI3Mzc4MTI=,1,3,0 days,the sun is your source? <url>,this is why i will never pay to shop at a store where the prices are in most instances higher that other stores and you are treated like cattle on top of it. <url> → the sun is your source? <url>
427,427,1,1 (Relevant),2025-04-20T21:23:22.613854Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzEzNDM1Mjk4NjMzMzczMTM=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzM3Mjk3NDI1MzA2NTkwODg=,"this is all over the internet, you can google ""k!ll whitey"" and its ok due to the hate they push out, or the fact we tell kids to ""be less white"" .. it has gone to far and should be addressed companies like costco, lose business, I WILL NOT shop there, it just needs to end",2025-02-01,reply,1,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzM3Mjk3NDI1MzA2NTkwODg=,1,28,7 days,"this is all over the internet, you can google ""k!ll whitey"" and its ok due to the hate they push out, or the fact we tell kids to ""be less white"" .. it has gone to far and should be addressed companies like costco, lose business, i will not shop there, it just needs to end","for people complaining, heres some examples of what deia actually is. trainings to prevent sexual harassment in the workplace are part of dei initiatives. pay transparency laws are the result of dei initiatives. requiring wheel chair ramps and closed captioning is a deia initiative. blind resume review (reviewing resumes without seeing candidate names) is a dei initiative. → this is all over the internet, you can google ""k!ll whitey"" and its ok due to the hate they push out, or the fact we tell kids to ""be less white"" .. it has gone to far and should be addressed companies like costco, lose business, i will not shop there, it just needs to end"
428,428,1,0 (Not Relevant),2025-04-20T21:23:26.269526Z,Delta,2025-02-27 08:00:00,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzU2NzE1NTcwOTY4OTExOQ==,,I’m in,2025-03-01,initial,1,0,1,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzU2NzE1NTcwOTY4OTExOQ==,0,69,0 days,im in,im in
429,429,1,0 (Not Relevant),2025-04-20T21:23:30.059417Z,Target,2025-01-24 08:17:00,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzExNjQwNzA0NjE5NDQzMzY=,,Inclusiveness HA!,2025-01-24,initial,25,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzExNjQwNzA0NjE5NDQzMzY=,0,488,0 days,inclusiveness ha!,inclusiveness ha!
430,430,1,0 (Not Relevant),2025-04-20T21:23:34.087645Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzY0MDQ2OTA2MTg1OTA1MQ==,,"Thank you , God , for protecting them all.",2025-02-22,initial,6,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzY0MDQ2OTA2MTg1OTA1MQ==,0,510,0 days,"thank you , god , for protecting them all.","thank you , god , for protecting them all."
431,431,1,0 (Not Relevant),2025-04-20T21:23:42.863331Z,Costco,2025-01-30 10:37:00,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzczOTA3ODM3NDEwNDU1NjU=,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzYwMDcwMTYyMjg0NDI3MA==,lol no kidding.,2025-02-15,reply,2,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzExNTk4NDM0NTU4MjI0MTE=,2,0,7 days,lol no kidding.,"all i want to know is if this vodka and soda drink is any good? does anyone have any info on that particular topic since that is what the pic is abt? → agree!! all i want to know is, has anyone tried this drink please and some reviews on this!!??? → lol no kidding."
432,432,1,0 (Not Relevant),2025-04-20T21:23:47.954955Z,Target,2025-01-23 08:01:00,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzY1OTE2NDcxNjQ4Njk4Mg==,,Not even Tom is going to get us to shop Target - nice try,2025-03-14,initial,0,0,0,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzY1OTE2NDcxNjQ4Njk4Mg==,0,139,0 days,not even tom is going to get us to shop target - nice try,not even tom is going to get us to shop target - nice try
433,433,1,0 (Not Relevant),2025-04-20T21:23:51.267314Z,Target,2025-02-19 21:15:00,Y29tbWVudDoxMTgzMzYyNDM5ODE1ODEyXzkyNTgyNTMzMjcxNjU0Ng==,,Costco has great sparkling water,2025-02-21,initial,361,0,0,Y29tbWVudDoxMTgzMzYyNDM5ODE1ODEyXzkyNTgyNTMzMjcxNjU0Ng==,0,202,0 days,costco has great sparkling water,costco has great sparkling water
434,434,1,0 (Not Relevant),2025-04-20T21:23:58.703547Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEyOTA4MjE1NDIyMDU5NzY=,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEzMTM5MDI0NzYzMTA0NTQ=,Great point about the importance of recognizing the hard work of flight attendants in emergency situations.,2025-02-22,reply,5,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzEzMTM5MDI0NzYzMTA0NTQ=,1,9,0 days,great point about the importance of recognizing the hard work of flight attendants in emergency situations.,"this was a endeavor flight, regional air line they have separate training,not delta, it's delta connection they only operate thu them, to the flight attendants , great job getting those passengers off the plane! → great point about the importance of recognizing the hard work of flight attendants in emergency situations."
435,435,1,1 (Relevant),2025-04-20T21:24:02.524937Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzQ4MjY5MzkxMTU0OTIwNw==,,"I love you, Costco, for showing respect and commitment to your DEI hires! I will always be a shopper at your store, and stop shopping at places that cave in to govt pressure.",2025-02-01,initial,54,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzQ4MjY5MzkxMTU0OTIwNw==,0,341,0 days,"i love you, costco, for showing respect and commitment to your dei hires! i will always be a shopper at your store, and stop shopping at places that cave in to govt pressure.","i love you, costco, for showing respect and commitment to your dei hires! i will always be a shopper at your store, and stop shopping at places that cave in to govt pressure."
436,436,1,0 (Not Relevant),2025-04-20T21:24:11.878168Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1Xzk5NzQzODE4NTU3NjczNA==,,"Currently, the nearest Costco locations are too far for many of us to visit regularly, but the demand here is high. Wilson is centrally located with excellent access to major highways like I-95, making it a perfect spot to attract not only Wilson residents but also customers from nearby towns.",2025-02-01,initial,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1Xzk5NzQzODE4NTU3NjczNA==,0,603,0 days,"currently, the nearest costco locations are too far for many of us to visit regularly, but the demand here is high. wilson is centrally located with excellent access to major highways like i-95, making it a perfect spot to attract not only wilson residents but also customers from nearby towns.","currently, the nearest costco locations are too far for many of us to visit regularly, but the demand here is high. wilson is centrally located with excellent access to major highways like i-95, making it a perfect spot to attract not only wilson residents but also customers from nearby towns."
437,437,1,0 (Not Relevant),2025-04-20T21:24:19.209967Z,Delta,2025-02-28 12:10:00,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzY0MDg1NjY1ODQzODIwNQ==,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzE4OTMxMjQwMDEwOTQ3NzM=,We sincerely apologise for the inconvenience caused.I have already responded to your direct message. Please check so we can continue our conversation there. -Thank you,2025-03-01,reply,2,0,1,Y29tbWVudDoxMDMyODk4ODA1NTI1Njk4XzE4OTMxMjQwMDEwOTQ3NzM=,1,4,0 days,we sincerely apologise for the inconvenience caused.i have already responded to your direct message. please check so we can continue our conversation there. -thank you,our very first flight beginning of our vacation was going to be delayed which meant we were going to miss our connecting so they booked us on american airlines and were standing in line getting ready to get... see more → we sincerely apologise for the inconvenience caused.i have already responded to your direct message. please check so we can continue our conversation there. -thank you
438,438,1,0 (Not Relevant),2025-04-20T21:24:22.196689Z,Delta,2025-01-22 09:00:00,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2XzEzMDMyODU5MDc1ODI2NDU=,,Red light,2025-01-24,initial,1,1,1,Y29tbWVudDoxMDA1NjUzODk0OTE2ODU2XzEzMDMyODU5MDc1ODI2NDU=,0,183,0 days,red light,red light
439,439,1,0 (Not Relevant),2025-04-20T21:24:27.996424Z,Delta,2025-02-27 08:00:00,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzEzMzY2OTMyOTc2MjU0NTg=,,5 hour delay. Five hours. Then over hour delay that caused us to miss our connecting flight. Any consideration or care??? Nope. Getting home 24 hours later than scheduled due to incompetence and the worst customer service ever.,2025-04-06,initial,0,0,1,Y29tbWVudDoxMDMxOTE0NzAyMjkwNzc1XzEzMzY2OTMyOTc2MjU0NTg=,0,69,0 days,5 hour delay. five hours. then over hour delay that caused us to miss our connecting flight. any consideration or care??? nope. getting home 24 hours later than scheduled due to incompetence and the worst customer service ever.,5 hour delay. five hours. then over hour delay that caused us to miss our connecting flight. any consideration or care??? nope. getting home 24 hours later than scheduled due to incompetence and the worst customer service ever.
440,440,1,0 (Not Relevant),2025-04-20T21:24:31.195052Z,Google,2025-02-07 13:34:00,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEyNjMxODk4MjE0NDE2MDY=,,Very good work.,2025-02-13,initial,0,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEyNjMxODk4MjE0NDE2MDY=,0,251,0 days,very good work.,very good work.
441,441,1,0 (Not Relevant),2025-04-20T21:24:41.326577Z,Google,2025-02-06 10:26:00,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzExNTQzNjM1ODMzNjQ3Mzc=,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzM4OTcxMDM3MzA1NDk1MzY=,Love your comment. I agree!!!,2025-02-20,reply,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzM4OTcxMDM3MzA1NDk1MzY=,1,1,7 days,love your comment. i agree!!!,"quit changing history because of that idiot!the gulf of mexico has been named since the 16th century, when spanish explorers began to map the region following the arrival of hernn cortes in 1519. the term arises because this vast expanse of water was located east of the lands we know today as mexico, which were then dominated by the mexican empire. → love your comment. i agree!!!"
442,442,1,0 (Not Relevant),2025-04-20T21:24:45.114972Z,Google,2025-03-04 09:08:00,Y29tbWVudDoxMTY0MDE2NDE4NDQzNjY3XzExOTg1MjI4MjUxMjczNTY=,,David Ceja,2025-03-06,initial,0,0,0,Y29tbWVudDoxMTY0MDE2NDE4NDQzNjY3XzExOTg1MjI4MjUxMjczNTY=,0,97,0 days,david ceja,david ceja
443,443,1,1 (Relevant),2025-04-20T21:24:50.493057Z,Target,2025-02-12 13:17:00,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzYxODkzNDg3NDA2NDM5OQ==,,You don't want my DEI money. I'ma give it to Costco,2025-02-14,initial,5,0,0,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzYxODkzNDg3NDA2NDM5OQ==,0,67,0 days,you don't want my dei money. i'ma give it to costco,you don't want my dei money. i'ma give it to costco
444,444,1,1 (Relevant),2025-04-20T21:24:54.915284Z,Costco,2025-01-28 15:40:00,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzEzMzk5MDQ1MTY5MjcyMDg=,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg5NzczMzY2NTU3MjI5OTQ=,DEI is like any other government policy. Poorly interpreted and executed it’s a disaster. When used as an education tool and guideline to give folks of ALL flavors opportunities they have been historically denied it works as intended.,2025-02-01,reply,1,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzE1MzU1MTg5MDM4MzE4MDc=,4,0,0 days,dei is like any other government policy. poorly interpreted and executed its a disaster. when used as an education tool and guideline to give folks of all flavors opportunities they have been historically denied it works as intended.,"clearly you do not understand what dei policies are → i actually do understand. i've seen it, experienced it, and seen how it's brought the professionalism and quality of companies down. dei is affirmative action on drugs. it flips the equal employment opportunity approach on its heals by saying, ""not only are you not permitted to discriminate based on race, gender, religion, etc., but you must hire people of various races, genders, religions, etc."" companies, in order to comply, lower their standards. faa did this, walmart did it (and their standards were pretty low to begin with), costo, etc. target! geez, last time i was in a target, a man dressed as a woman was following me around, and he was an employee. i don't know why he was following me around but it was unnerving. and he wasn't security because he wasn't dressed as target security, but as a stock boy. another time, i was sitting at home minding my own business and a women dressed in a full burka came out of an unmarked car (some sedan) and started walking up to my door. she had a box in her hand and she put it in front of my door. i had no clue what was going on. turns out it was an amazon delivery. i live in the country. you don't come to a house in the country dressed in a burka unless you want to get shot. i complained to amazon, and that never happened again. now they come in amazon attire and most of the time in a marked vehicle. → dei is like any other government policy. poorly interpreted and executed its a disaster. when used as an education tool and guideline to give folks of all flavors opportunities they have been historically denied it works as intended."
445,445,1,0 (Not Relevant),2025-04-20T21:24:58.214793Z,Google,2025-02-12 10:40:00,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzEwMDEwMjkxODg1ODYxMzM=,,Wow congratulations,2025-02-27,initial,1,0,0,Y29tbWVudDoxMTgxODYyNTYzMjk1MTc2XzEwMDEwMjkxODg1ODYxMzM=,0,440,0 days,wow congratulations,wow congratulations
446,446,1,0 (Not Relevant),2025-04-20T21:25:06.591423Z,Delta,2025-02-17 14:08:00,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzE2ODI3NTEwNzg5NDY4ODQ=,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzEzMTY5ODY2OTYwMDkzNjU=,I’m sure the 80 people on the flight that flipped today had nothing but good service from Delta airlines. Asked them tomorrow how they feel about Delta Air Lines. Delta Airlines is good until their bad service affects you.,2025-02-22,reply,0,0,1,Y29tbWVudDoxMDI0NTU2NjI5NjkzMjQ5XzUwNjgzNTI0ODc5NjI5MA==,2,4,0 days,im sure the 80 people on the flight that flipped today had nothing but good service from delta airlines. asked them tomorrow how they feel about delta air lines. delta airlines is good until their bad service affects you.,delta air lines is the company for you if you want bad service. they make excuses for their bad service. they have bad customer service after you become a customer. supervisor will hang up on you when you complain about their service. they give more respect to their bad employees than the customers who are paying them. customer service believes that delta air lines has so many customers that it doesnt matter if they run a few off. → i have never had anything but good service from delta. → im sure the 80 people on the flight that flipped today had nothing but good service from delta airlines. asked them tomorrow how they feel about delta air lines. delta airlines is good until their bad service affects you.
447,447,1,0 (Not Relevant),2025-04-20T21:25:43.041837Z,Google,2025-02-19 06:22:00,Y29tbWVudDoxMTg2ODY4ODg5NDYxMjEwXzE2Mzg3ODI4MjM2OTUwMzU=,,very interisting,2025-02-20,initial,0,0,0,Y29tbWVudDoxMTg2ODY4ODg5NDYxMjEwXzE2Mzg3ODI4MjM2OTUwMzU=,0,159,0 days,very interisting,very interisting
448,448,1,1 (Relevant),2025-04-20T21:25:48.364849Z,Costco,2025-01-23 09:00:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU4MDQyODMyODMxNDEyMw==,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzQyNjI5NjE1NzE0NTgwNw==,agreed,2025-01-25,reply,0,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzU5NDc1NzczNjc5MzM3Mg==,3,0,0 days,agreed,"dei is a propaganda word for ""discriminate against whites, asians, men and heterosexuals."" → a fact is something that can be proven....prove it. → agreed"
449,449,1,1 (Relevant),2025-04-20T21:25:55.063752Z,Costco,2025-01-27 15:18:00,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEzMjQyMDAwNzU0MzIwMDQ=,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE3MDY0MTA5MjMyNTM5MjM=,Love you Costco! Thank you for standing up to the racists. I just renewed my membership,2025-02-01,reply,16,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzEzMjQyMDAwNzU0MzIwMDQ=,0,899,0 days,love you costco! thank you for standing up to the racists. i just renewed my membership,love you costco! thank you for standing up to the racists. i just renewed my membership
450,450,1,0 (Not Relevant),2025-04-20T21:26:05.109279Z,Costco,2025-02-16 09:00:00,Y29tbWVudDoxMDQ1NjAzNjA0MjY0NDY5XzU1MjgyOTc0NzkxODM0Mw==,Y29tbWVudDoxMDQ1NjAzNjA0MjY0NDY5XzEwMzE3MjYyNzU2NTQ0ODQ=,you won’t understand until you or someone you love is hit with a gluten/celiac allergy. They enjoy eating out occasionally as much as anybody! ￼,2025-02-16,reply,0,0,1,Y29tbWVudDoxMDQ1NjAzNjA0MjY0NDY5XzEyODQ4MzE5MDI2MzE2NTM=,2,1,0 days,you wont understand until you or someone you love is hit with a gluten/celiac allergy. they enjoy eating out occasionally as much as anybody!,no for people with celiac disease. too bad their food court doesn't offer safe options for us → okey-dokey im sure theres stuff in the store that you can eat. its called make your own. → you wont understand until you or someone you love is hit with a gluten/celiac allergy. they enjoy eating out occasionally as much as anybody!
451,451,1,0 (Not Relevant),2025-04-20T21:26:11.505989Z,Costco,2025-01-26 19:21:00,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzI3MjIwMzA5NDEzMTgxMTQ=,,Go woke go broke! You'll learn!!!,2025-02-01,initial,0,0,1,Y29tbWVudDoxMDMwNDA2MjQyNDUwODcyXzI3MjIwMzA5NDEzMTgxMTQ=,0,341,0 days,go woke go broke! you'll learn!!!,go woke go broke! you'll learn!!!
452,452,1,0 (Not Relevant),2025-04-20T21:26:14.360606Z,Delta,2025-02-18 06:49:00,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzMwNTI0NTgyMzQ5MDgyMjU=,,GO DELTA,2025-02-22,initial,3,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzMwNTI0NTgyMzQ5MDgyMjU=,0,510,0 days,go delta,go delta
453,453,1,0 (Not Relevant),2025-04-20T21:26:18.185046Z,Delta,2025-02-13 09:30:00,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzExODUxMTY5NDYyODg5ODc=,,Ronald Reagan Washington National Airport,2025-02-15,initial,2,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzExODUxMTY5NDYyODg5ODc=,0,480,0 days,ronald reagan washington national airport,ronald reagan washington national airport
454,454,1,0 (Not Relevant),2025-04-20T21:26:21.743467Z,Costco,2025-02-09 09:00:00,Y29tbWVudDoxMDM5NjIyNDU0ODYyNTg0XzU0NjM5MDQ2MTc0MzcxMg==,,Erin Richie Plunkett Hannah Windham,2025-02-09,initial,1,0,1,Y29tbWVudDoxMDM5NjIyNDU0ODYyNTg0XzU0NjM5MDQ2MTc0MzcxMg==,0,801,0 days,erin richie plunkett hannah windham,erin richie plunkett hannah windham
