task_id,company_name,post_date,comment_id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text,reviewer_01,reviewer_02,relevance_average,relevance_label
343,Google,1/22/2025 13:06,Y29tbWVudDoxMTY3NjYzODQxMzgxNzE1XzQyNzUxNzMzNzAyMTAwOQ==,,"I have designed a logarithm of supranational regulatory foundation that, in the face of the daily challenges that Google faces, safeguards it from lawsuits for unfair competition, dominance over the market on internet platforms and monopoly. I gladly await your kind response.",1/30/2025,initial,0,1,0,Y29tbWVudDoxMTY3NjYzODQxMzgxNzE1XzQyNzUxNzMzNzAyMTAwOQ==,0,48,0 days,"i have designed a logarithm of supranational regulatory foundation that, in the face of the daily challenges that google faces, safeguards it from lawsuits for unfair competition, dominance over the market on internet platforms and monopoly. i gladly await your kind response.","i have designed a logarithm of supranational regulatory foundation that, in the face of the daily challenges that google faces, safeguards it from lawsuits for unfair competition, dominance over the market on internet platforms and monopoly. i gladly await your kind response.",0,0,0,0
181,Google,1/22/2025 14:22,Y29tbWVudDoxMTY3Njk0MzUxMzc4NjY0Xzk1Nzc1NDM0NTkzMzAzMg==,,Donc Google est sur Facebook,1/23/2025,initial,0,1,0,Y29tbWVudDoxMTY3Njk0MzUxMzc4NjY0Xzk1Nzc1NDM0NTkzMzAzMg==,0,80,0 days,donc google est sur facebook,donc google est sur facebook,0,0,0,0
30,Google,1/23/2025 10:38,Y29tbWVudDoxMTY4MjcyMzc3OTg3NTI4XzE4NTMzOTAwMjUxOTUxNDI=,,Wha for new,1/23/2025,initial,2,1,0,Y29tbWVudDoxMTY4MjcyMzc3OTg3NTI4XzE4NTMzOTAwMjUxOTUxNDI=,0,189,0 days,wha for new,wha for new,0,0,0,0
135,Google,1/23/2025 10:38,Y29tbWVudDoxMTY4MjcyMzc3OTg3NTI4XzYwMDYwMTgzMjU4NDU1MQ==,,Ya rabbal alamin,1/23/2025,initial,1,1,0,Y29tbWVudDoxMTY4MjcyMzc3OTg3NTI4XzYwMDYwMTgzMjU4NDU1MQ==,0,189,0 days,ya rabbal alamin,ya rabbal alamin,0,0,0,0
337,Target,1/30/2025 7:55,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzEwMjA0OTQ5MDk4OTE3OTE=,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzYzODI4MjkxMjAyODkyMg==,no we just keeping our money in our pocket.,1/31/2025,reply,30,0,0,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzYzODI4MjkxMjAyODkyMg==,1,5,0 days,no we just keeping our money in our pocket.,lol so many butthurt people keep coming back to the comments section just to get mad and comment more. keep target rent free in your heads! i love it! → no we just keeping our money in our pocket.,0,0,0,0
333,Target,1/30/2025 7:55,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzExMjY3MzMyMjU5MDQ2MDg=,,Too much junk food,2/7/2025,initial,0,0,0,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzExMjY3MzMyMjU5MDQ2MDg=,0,138,0 days,too much junk food,too much junk food,0,0,0,0
261,Target,1/30/2025 7:55,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzEyNzQ3NjA4MzM2MDkxMzU=,,Lost customer. You ended DEI initiatives.,2/7/2025,initial,18,0,0,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzEyNzQ3NjA4MzM2MDkxMzU=,0,138,0 days,lost customer. you ended dei initiatives.,lost customer. you ended dei initiatives.,1,1,1,1
19,Target,1/30/2025 7:55,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzkyNDE3MjU0MzEzMjIxMw==,,Shame on you! You caved!,1/31/2025,initial,4,0,0,Y29tbWVudDoxMTY5MDA3NTk0NTg0NjMwXzkyNDE3MjU0MzEzMjIxMw==,0,138,0 days,shame on you! you caved!,shame on you! you caved!,0,0,0,0
217,Target,1/18/2025 8:58,Y29tbWVudDoxMTYwMzk5ODA4Nzc4NzQyXzExMjg1MjY2NDUwNTg0Mzg=,,Please confirm you are not partnering with mommy killer Gypsy Rose Blanchard. She sure does mention your store a lot acting like she is.,1/31/2025,initial,0,0,0,Y29tbWVudDoxMTYwMzk5ODA4Nzc4NzQyXzExMjg1MjY2NDUwNTg0Mzg=,0,44,0 days,please confirm you are not partnering with mommy killer gypsy rose blanchard. she sure does mention your store a lot acting like she is.,please confirm you are not partnering with mommy killer gypsy rose blanchard. she sure does mention your store a lot acting like she is.,0,0,0,0
391,Target,1/18/2025 8:58,Y29tbWVudDoxMTYwMzk5ODA4Nzc4NzQyXzUzMjA0MzcwOTE2NjQxMA==,,Know what I’ll “weight” for? A company that includes everyone.,1/31/2025,initial,13,0,0,Y29tbWVudDoxMTYwMzk5ODA4Nzc4NzQyXzUzMjA0MzcwOTE2NjQxMA==,0,44,0 days,know what ill weight for? a company that includes everyone.,know what ill weight for? a company that includes everyone.,0,0,0,0
413,Target,1/19/2025 7:00,Y29tbWVudDoxMTYxMDI3MjMyMDQ5MzMzXzYxOTgyNTk1Mzg2NzAzMA==,,Will you have the HBCU’s designs in store for Black History Month?,1/24/2025,initial,21,0,0,Y29tbWVudDoxMTYxMDI3MjMyMDQ5MzMzXzYxOTgyNTk1Mzg2NzAzMA==,0,58,0 days,will you have the hbcus designs in store for black history month?,will you have the hbcus designs in store for black history month?,0,1,0.5,1
2,Target,1/21/2025 15:56,Y29tbWVudDoxMTYyNzA2ODI1MjE0NzA3XzEwMTU2NzY5MzcwNjgyMDI=,,Them salads taste so good and healthy f,1/24/2025,initial,4,0,0,Y29tbWVudDoxMTYyNzA2ODI1MjE0NzA3XzEwMTU2NzY5MzcwNjgyMDI=,0,50,0 days,them salads taste so good and healthy f,them salads taste so good and healthy f,0,0,0,0
495,Target,1/22/2025 12:37,Y29tbWVudDoxMTYzMzI4Mjc4NDg1ODk1XzE4MDk2MDUyNTY0NzM0NjU=,,I’m not feeling the love without DEI!,2/7/2025,initial,1,0,0,Y29tbWVudDoxMTYzMzI4Mjc4NDg1ODk1XzE4MDk2MDUyNTY0NzM0NjU=,0,86,0 days,im not feeling the love without dei!,im not feeling the love without dei!,1,1,1,1
150,Target,1/23/2025 8:01,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzEyNDQ5MTY3OTMyNjI5NTA=,,Weasels,1/31/2025,initial,13,0,0,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzEyNDQ5MTY3OTMyNjI5NTA=,0,139,0 days,weasels,weasels,0,0,0,0
432,Target,1/23/2025 8:01,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzY1OTE2NDcxNjQ4Njk4Mg==,,Not even Tom is going to get us to shop Target - nice try,3/14/2025,initial,0,0,0,Y29tbWVudDoxMTYzOTEwNDE1MDk0MzQ4XzY1OTE2NDcxNjQ4Njk4Mg==,0,139,0 days,not even tom is going to get us to shop target - nice try,not even tom is going to get us to shop target - nice try,0,0,0,0
422,Google,2/1/2025 7:16,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEyOTIyMzkzNzg3MTg4MDQ=,,Put it back on the calender with everything else you also removed,2/13/2025,initial,9,0,0,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEyOTIyMzkzNzg3MTg4MDQ=,0,198,0 days,put it back on the calender with everything else you also removed,put it back on the calender with everything else you also removed,0,0,0,0
63,Google,2/1/2025 7:16,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEzNDc0MTI1MDMwOTY1MTU=,,Good News,2/6/2025,initial,0,0,0,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzEzNDc0MTI1MDMwOTY1MTU=,0,198,0 days,good news,good news,0,0,0,0
281,Google,2/1/2025 7:16,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzU4MzcwMTAzNDgyMjAyNg==,,How soon before you drop celebrating Black History Month to appease Trump?,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0XzU4MzcwMTAzNDgyMjAyNg==,0,198,0 days,how soon before you drop celebrating black history month to appease trump?,how soon before you drop celebrating black history month to appease trump?,1,1,1,1
403,Google,2/1/2025 7:16,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0Xzk0OTYyNTg1NDcxMDUxMDY=,,nice good,2/6/2025,initial,1,0,0,Y29tbWVudDoxMTc0NDIzMTUwNzA1Nzg0Xzk0OTYyNTg1NDcxMDUxMDY=,0,198,0 days,nice good,nice good,0,0,0,0
493,Google,2/1/2025 9:32,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzE2MzM3ODMwNDM4ODk2NTA=,,Hnnkk,2/6/2025,initial,0,0,0,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzE2MzM3ODMwNDM4ODk2NTA=,0,166,0 days,hnnkk,hnnkk,0,0,0,0
178,Google,2/1/2025 9:32,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzE3OTU3MTQwMjQ2MDUxODk=,,Hey Google I'm going to file a lawsuit against you cuz your cards are not working when it comes to activation we have file a claim and not once response from you I'm giving you to Tuesday to give us response before we file charges at the County Courthouse,2/6/2025,initial,0,0,0,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzE3OTU3MTQwMjQ2MDUxODk=,0,166,0 days,hey google i'm going to file a lawsuit against you cuz your cards are not working when it comes to activation we have file a claim and not once response from you i'm giving you to tuesday to give us response before we file charges at the county courthouse,hey google i'm going to file a lawsuit against you cuz your cards are not working when it comes to activation we have file a claim and not once response from you i'm giving you to tuesday to give us response before we file charges at the county courthouse,0,0,0,0
320,Google,2/1/2025 9:32,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzEwMDI0Njk2OTE5NDE2ODU=,,Please stop renaming anything for U.S. users just to please a loser.,2/6/2025,initial,7,0,0,Y29tbWVudDoxMTc0NTAwNzkwNjk4MDIwXzEwMDI0Njk2OTE5NDE2ODU=,0,166,0 days,please stop renaming anything for u.s. users just to please a loser.,please stop renaming anything for u.s. users just to please a loser.,0,0,0,0
202,Target,2/10/2025 9:24,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzE2Njg4Nzg2MjM3MDI1MjU=,,#DEI POLICIES NEED TO BE IN EFFECT FIRST.,2/14/2025,initial,4,0,0,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzE2Njg4Nzg2MjM3MDI1MjU=,0,193,0 days,#dei policies need to be in effect first.,#dei policies need to be in effect first.,1,1,1,1
335,Target,2/10/2025 9:24,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzE4MTkzMjIwNTIxNTI4MjY=,,"Love Target 
. Was shopping there even before Dei, weren't all of you shopping there too 
. Will continue to support by shopping there as often as I want",2/14/2025,initial,51,0,0,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzE4MTkzMjIwNTIxNTI4MjY=,0,193,0 days,"love target . was shopping there even before dei, weren't all of you shopping there too . will continue to support by shopping there as often as i want","love target . was shopping there even before dei, weren't all of you shopping there too . will continue to support by shopping there as often as i want",1,1,1,1
243,Target,2/10/2025 9:24,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzE4NjE5OTI5Mzc5Mzc1NDQ=,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzEyODIxNTI2MDk1MDgyNjE=,thank you! Preach!,2/14/2025,reply,0,0,0,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzEyODIxNTI2MDk1MDgyNjE=,1,2,0 days,thank you! preach!,target isnt for the girlies anymore. because real girlies support each other and dei. → thank you! preach!,1,1,1,1
299,Target,2/10/2025 9:24,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzExMjE5MDA4ODk2MzI5Njc=,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzEyODgyNTEzNDU3Mjk0MDE=,nope!,2/14/2025,reply,1,0,0,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzEyODgyNTEzNDU3Mjk0MDE=,1,4,0 days,nope!,"reinstate your dei policies, and then i might have to get a cute pink basket. → nope!",1,1,1,1
372,Target,2/10/2025 9:24,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzI0NDQ2MDcxNTI1NTgyNjk=,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzYwNTUzNzc5NTU2NTIzMQ==,Walmarts calling your name!,2/14/2025,reply,0,0,0,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzYzNzMxMDc0NTUxNTQxNQ==,2,0,0 days,walmarts calling your name!,this comment section did not disappoint no dei = no shopping at target! → youre part of dei but do you → walmarts calling your name!,1,1,1,1
36,Target,2/10/2025 9:24,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4Xzk5ODc5MzUxMjE1NzcyOQ==,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzI4MzQ0NDYzNjg4NTAxOTQw,i wish mine were here!,2/14/2025,reply,1,0,0,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzI4MzQ0NDYzNjg4NTAxOTQw,1,0,0 days,i wish mine were here!,my targets are all still packed. not sure where everyone else target stores are... but at my locations people are still in full effect → i wish mine were here!,0,0,0,0
354,Google,2/5/2025 9:03,Y29tbWVudDoxMTc3MTQ3NzcwNDMzMzIyXzExNzQ2NjUxNzQxNzYzMzM=,,Google still running WOKE and DEI Look at the Rainbow in the name,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc3MTQ3NzcwNDMzMzIyXzExNzQ2NjUxNzQxNzYzMzM=,0,122,0 days,google still running woke and dei look at the rainbow in the name,google still running woke and dei look at the rainbow in the name,1,0,0.5,1
497,Google,2/5/2025 9:03,Y29tbWVudDoxMTc3MTQ3NzcwNDMzMzIyXzkwOTI0Mjg4OTc1MTk2MTc=,,Gulf of Murica did it for me. Bootlicking goose steppers,2/13/2025,initial,1,0,0,Y29tbWVudDoxMTc3MTQ3NzcwNDMzMzIyXzkwOTI0Mjg4OTc1MTk2MTc=,0,122,0 days,gulf of murica did it for me. bootlicking goose steppers,gulf of murica did it for me. bootlicking goose steppers,0,0,0,0
242,Google,2/6/2025 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzE4Mjk2MDE2MTQ1MDgwOTk=,,Please bring back the timeline function for desktop,2/6/2025,initial,0,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzE4Mjk2MDE2MTQ1MDgwOTk=,0,485,0 days,please bring back the timeline function for desktop,please bring back the timeline function for desktop,0,0,0,0
395,Google,2/6/2025 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzExNzI3NTE4Nzc4MzIxODA=,,One of the things that I just learned is that Google changed the Gulf of Mexico to Gulf of America…what? I went to Apple Maps and Bing Maps and found Gulf of Mexico still in tact. Bye bye Google. I will spread the word to as many people as possible to move to a different search engine and map. Spineless and inaccurate.,2/13/2025,initial,69,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzExNzI3NTE4Nzc4MzIxODA=,0,485,0 days,one of the things that i just learned is that google changed the gulf of mexico to gulf of america...what? i went to apple maps and bing maps and found gulf of mexico still in tact. bye bye google. i will spread the word to as many people as possible to move to a different search engine and map. spineless and inaccurate.,one of the things that i just learned is that google changed the gulf of mexico to gulf of america...what? i went to apple maps and bing maps and found gulf of mexico still in tact. bye bye google. i will spread the word to as many people as possible to move to a different search engine and map. spineless and inaccurate.,0,0,0,0
425,Google,2/6/2025 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzI1MDM4MTkyMjk5NDk3OTE=,,"Your ""gulf of America"" change makes Google a laughing stock around the world. I'm switching to Apple maps.",2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzI1MDM4MTkyMjk5NDk3OTE=,0,485,0 days,"your ""gulf of america"" change makes google a laughing stock around the world. i'm switching to apple maps.","your ""gulf of america"" change makes google a laughing stock around the world. i'm switching to apple maps.",0,0,0,0
17,Google,2/6/2025 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU4MzE2NDQ0NDcyNDU1OA==,,"Correct Golf of America…. It has and will always be GULF OF MEXICO 
!!!",2/20/2025,initial,0,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU4MzE2NDQ0NDcyNDU1OA==,0,485,0 days,correct golf of america.... it has and will always be gulf of mexico !!!,correct golf of america.... it has and will always be gulf of mexico !!!,1,0,0.5,0
195,Google,2/6/2025 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU5NTkwMDI0OTk5ODA5MA==,,Gulf of MEXICO,2/13/2025,initial,2,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU5NTkwMDI0OTk5ODA5MA==,0,485,0 days,gulf of mexico,gulf of mexico,0,0,0,0
298,Google,2/6/2025 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU5OTQ5NDczOTkwNDE0OQ==,,How can we trust you for any further informations and your features and Google this name is totally trashed by your sided with Orange Fascist regime.,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU5OTQ5NDczOTkwNDE0OQ==,0,485,0 days,how can we trust you for any further informations and your features and google this name is totally trashed by your sided with orange fascist regime.,how can we trust you for any further informations and your features and google this name is totally trashed by your sided with orange fascist regime.,0,0,0,0
307,Google,2/6/2025 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzYxMDQyMjYwNTA2MDM5Mg==,,Our review count is wrong and it's happening to small businesses all over. Over 1/3rd of our reviews are gone.,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzYxMDQyMjYwNTA2MDM5Mg==,0,485,0 days,our review count is wrong and it's happening to small businesses all over. over 1/3rd of our reviews are gone.,our review count is wrong and it's happening to small businesses all over. over 1/3rd of our reviews are gone.,0,0,0,0
478,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzE2MTQ5ODc2MzkyMDgxNjM=,,Changing the Gulf of Mexico name is abhorrent and you disgust me!,2/13/2025,initial,12,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzE2MTQ5ODc2MzkyMDgxNjM=,0,444,0 days,changing the gulf of mexico name is abhorrent and you disgust me!,changing the gulf of mexico name is abhorrent and you disgust me!,0,0,0,0
465,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzE2ODU1MzYwODU3MDU5MDM=,,"GO F- YOURSELF. The ""gulf of america"" DOES NOT EXIT. Fix your f-ing map.",2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzE2ODU1MzYwODU3MDU5MDM=,0,444,0 days,"go f- yourself. the ""gulf of america"" does not exit. fix your f-ing map.","go f- yourself. the ""gulf of america"" does not exit. fix your f-ing map.",0,0,0,0
441,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzExNTQzNjM1ODMzNjQ3Mzc=,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzM4OTcxMDM3MzA1NDk1MzY=,Love your comment. I agree!!!,2/20/2025,reply,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzM4OTcxMDM3MzA1NDk1MzY=,1,1,7 days,love your comment. i agree!!!,"quit changing history because of that idiot!the gulf of mexico has been named since the 16th century, when spanish explorers began to map the region following the arrival of hernn cortes in 1519. the term arises because this vast expanse of water was located east of the lands we know today as mexico, which were then dominated by the mexican empire. → love your comment. i agree!!!",0,0,0,0
159,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzExNzY0MzkyNjcxNzUzMjg=,,Why are you rolling back DEI? https://www.facebook.com/share/18Zqv5Ho7F/?mibextid=wwXIfr,2/13/2025,initial,1,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzExNzY0MzkyNjcxNzUzMjg=,0,444,0 days,why are you rolling back dei? <url>,why are you rolling back dei? <url>,1,1,1,1
154,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzIwMzg2OTAwMzMyNjcwNDU=,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzEzNjY0NjkzNjc2ODA4OTA=,everything will be change so soon,2/27/2025,reply,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzg1NTAyMjQ5NjY4Njk3OA==,4,0,14 days,everything will be change so soon,ugh. time to message apple as well! → changed on apple maps too. unbelievable. → everything will be change so soon,0,0,0,0
489,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzIyNTk3NTE4ODExMDY1NTM=,,Gulf of America? F off Google,3/6/2025,initial,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzIyNTk3NTE4ODExMDY1NTM=,0,444,0 days,gulf of america? f off google,gulf of america? f off google,0,0,0,0
259,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzY2MzE0NjIyMjcwNTkzNw==,,You IDIOTS!!!! Change it back to the Gulf of Mexico. Quit pandering to Herr tr*mp.,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzY2MzE0NjIyMjcwNTkzNw==,0,444,0 days,you idiots!!!! change it back to the gulf of mexico. quit pandering to herr tr*mp.,you idiots!!!! change it back to the gulf of mexico. quit pandering to herr tr*mp.,0,0,0,0
301,Google,2/6/2025 10:26,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzYwODk0MTI2MjEzMjI4Mw==,,"You are PATHETIC!!!! Those who own , run, administer this platform that take part in the trump ( aka antichrist) renaming nonsense should be ashamed of your weak, inept minds.",2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc3ODI4ODM3MDMxODgyXzYwODk0MTI2MjEzMjI4Mw==,0,444,0 days,"you are pathetic!!!! those who own , run, administer this platform that take part in the trump ( aka antichrist) renaming nonsense should be ashamed of your weak, inept minds.","you are pathetic!!!! those who own , run, administer this platform that take part in the trump ( aka antichrist) renaming nonsense should be ashamed of your weak, inept minds.",0,0,0,0
106,Target,2/12/2025 13:17,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzE3MTAyMzQ3MTYyMjczNDY=,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzEwMjU5NTY2ODYyNDMxOTA=,they did get one. They stopped handing positions out to unqualified people,2/14/2025,reply,9,0,0,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzEwMjU5NTY2ODYyNDMxOTA=,1,5,0 days,they did get one. they stopped handing positions out to unqualified people,the sweetest thing would be if target grew a backbone and decided to walk back their decision to end dei → they did get one. they stopped handing positions out to unqualified people,1,1,1,1
290,Target,2/12/2025 13:17,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzExNTExNzM3Nzk4MDAwNTU=,,"The sweetest packages are DEI, but you got rid of that so you’re on my s-list",2/14/2025,initial,115,0,0,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzExNTExNzM3Nzk4MDAwNTU=,0,67,0 days,"the sweetest packages are dei, but you got rid of that so youre on my s-list","the sweetest packages are dei, but you got rid of that so youre on my s-list",1,1,1,1
443,Target,2/12/2025 13:17,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzYxODkzNDg3NDA2NDM5OQ==,,You don't want my DEI money. I'ma give it to Costco,2/14/2025,initial,5,0,0,Y29tbWVudDoxMTc4MjA5NjgzNjY0NDIxXzYxODkzNDg3NDA2NDM5OQ==,0,67,0 days,you don't want my dei money. i'ma give it to costco,you don't want my dei money. i'ma give it to costco,1,1,1,1
470,Google,2/7/2025 13:34,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEwMTU0MzcwNjA0MDc1NDA=,,Me pueden ayudar con mi cuenta de Google no puedo entrar y tengo el pass correcto.pero.me.pide que verifique el número en el.dispositivo y ya no lo tengo por motivo de rovo,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEwMTU0MzcwNjA0MDc1NDA=,0,251,0 days,me pueden ayudar con mi cuenta de google no puedo entrar y tengo el pass correcto.pero.me.pide que verifique el nmero en el.dispositivo y ya no lo tengo por motivo de rovo,me pueden ayudar con mi cuenta de google no puedo entrar y tengo el pass correcto.pero.me.pide que verifique el nmero en el.dispositivo y ya no lo tengo por motivo de rovo,0,0,0,0
459,Google,2/7/2025 13:34,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEyNTE1NDA1ODU5NTAyMjg=,,"As a small business, we work hard to get positive reviews and rating so our business can grow and moving forward through Google""s good advertisement service and policies. As a paid Google's advertiser, we pay for the service but now my right and interest has been damaged! Rating has been take off with no reason, no solutions, no response, no help,service paid but no service from Google South Africa team. This is disobey the purpose Google create the rating and review for! Also has damaged the trust between Google and the client!",2/13/2025,initial,2,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEyNTE1NDA1ODU5NTAyMjg=,0,251,0 days,"as a small business, we work hard to get positive reviews and rating so our business can grow and moving forward through google""s good advertisement service and policies. as a paid google's advertiser, we pay for the service but now my right and interest has been damaged! rating has been take off with no reason, no solutions, no response, no help,service paid but no service from google south africa team. this is disobey the purpose google create the rating and review for! also has damaged the trust between google and the client!","as a small business, we work hard to get positive reviews and rating so our business can grow and moving forward through google""s good advertisement service and policies. as a paid google's advertiser, we pay for the service but now my right and interest has been damaged! rating has been take off with no reason, no solutions, no response, no help,service paid but no service from google south africa team. this is disobey the purpose google create the rating and review for! also has damaged the trust between google and the client!",0,0,0,0
440,Google,2/7/2025 13:34,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEyNjMxODk4MjE0NDE2MDY=,,Very good work.,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzEyNjMxODk4MjE0NDE2MDY=,0,251,0 days,very good work.,very good work.,0,0,0,0
57,Google,2/7/2025 13:34,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzIyMjI5NDczNjQ3NjYzNjg=,,The two-step verification feature when recovering the account is unfair,2/13/2025,initial,0,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzIyMjI5NDczNjQ3NjYzNjg=,0,251,0 days,the two-step verification feature when recovering the account is unfair,the two-step verification feature when recovering the account is unfair,0,0,0,0
475,Google,2/7/2025 13:34,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzM0OTUyOTU3Nzc0Mzg4OTk=,,Thats great but why are you removing observances from your calendar?! This is BS.,2/13/2025,initial,3,0,0,Y29tbWVudDoxMTc4NjEzNTAzNjIwMDgyXzM0OTUyOTU3Nzc0Mzg4OTk=,0,251,0 days,thats great but why are you removing observances from your calendar?! this is bs.,thats great but why are you removing observances from your calendar?! this is bs.,0,0,0,0
