company_name,post_date,id,parent_id,comment_text,comment_date,comment_type,reaction_count,before_DEI,has_DEI,root_id,depth,sibling_count,time_since_root,cleaned_text,full_text,relevance,stance_dei_reviewer_01,purchase_intention_reviewer_01,stance_dei_reviewer_02,purchase_intention_reviewer_02,stance_dei_average,purchase_intention_average,stance_dei_label,purchase_intention_label
Target,1/24/25 8:17,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzE1NTcwMzk3NzUwMzgyNzY=,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzk2NjkwODUwNDc3NDE5OQ==,fighting for civil rights is not over.,1/31/25,reply,0,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzI0MTg2MDYwODE4MTE3MTE=,2,7,7 days,fighting for civil rights is not over.,"another company caves to the orange god. i was so happy to stop shopping at amazon and move to target. time to shop local. → you might pay attention to the reasoning behind this, and why so many have been calling for it! → fighting for civil rights is not over.",1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),-1 (Boycott/Negative),1,-0.5,1,0
Google,2/10/25 13:54,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzEzMDY2MjQzNjA2NjM1NTc=,,Keep it up,2/20/25,initial,0,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzEzMDY2MjQzNjA2NjM1NTc=,0,676,0 days,keep it up,keep it up,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Delta,2/13/25 9:30,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2MjI0MzUwNTU2MDk2NA==,,"Great could you up prices a bit and make them larger! . Like 20 inch seat, with 35 inches of leg room…. Why not??? Oh greed!",2/15/25,initial,1,0,1,Y29tbWVudDoxMDIxMzAxOTAwMDE4NzIyXzk2MjI0MzUwNTU2MDk2NA==,0,480,0 days,"great could you up prices a bit and make them larger! . like 20 inch seat, with 35 inches of leg room.... why not??? oh greed!","great could you up prices a bit and make them larger! . like 20 inch seat, with 35 inches of leg room.... why not??? oh greed!",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/23/25 9:00,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzkzOTc5MjY2ODM1NjIzODA=,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzYyNzQ2MjMyOTY2MTI4Nw==,"the real ones or the pretend ones? And, what doesn’t DEI include?",2/1/25,reply,2,0,1,Y29tbWVudDoxMDI3ODA5MTc5Mzc3MjQ1XzYyNTk1MTkyMDA4NjE0Mw==,2,0,7 days,"the real ones or the pretend ones? and, what doesnt dei include?","somehow people think dei is anti-discrimination. it actually is discrimination because it prioritizes people based on their sexual orientation and the color of their skin. straight, white people need not apply. your qualifications are not important. i've had enough of it. going elsewhere. → you do know that dei initiatives include women, right? → the real ones or the pretend ones? and, what doesnt dei include?",1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/19/25 9:00,Y29tbWVudDoxMDI0OTcyMDEyOTk0Mjk1XzkyODgwMzE4NTY4NzYyMw==,,"I am not in agreement with DEI at all but I will say the way the Costco is managed in Edmond, Oklahoma (excellent workers! )",1/31/25,initial,0,0,1,Y29tbWVudDoxMDI0OTcyMDEyOTk0Mjk1XzkyODgwMzE4NTY4NzYyMw==,0,70,0 days,"i am not in agreement with dei at all but i will say the way the costco is managed in edmond, oklahoma (excellent workers! )","i am not in agreement with dei at all but i will say the way the costco is managed in edmond, oklahoma (excellent workers! )",1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear towards DEI),-1,0,-1,0
Google,2/10/25 13:54,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzYwMzA2MDg2MjUwMTMyNQ==,,Now u take black history month and pride month off your calendars?! Wtf is wrong with you people?,2/13/25,initial,1,0,0,Y29tbWVudDoxMTgwNjc5NzUzNDEzNDU3XzYwMzA2MDg2MjUwMTMyNQ==,0,676,0 days,now u take black history month and pride month off your calendars?! wtf is wrong with you people?,now u take black history month and pride month off your calendars?! wtf is wrong with you people?,1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Target,1/24/25 8:17,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzk2MzUzNTQ2OTA2ODg3NA==,,No more.,1/31/25,initial,3,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzk2MzUzNTQ2OTA2ODg3NA==,0,488,0 days,no more.,no more.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Target,2/10/25 9:24,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzI0NDQ2MDcxNTI1NTgyNjk=,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzYwNTUzNzc5NTU2NTIzMQ==,Walmarts calling your name!,2/14/25,reply,0,0,0,Y29tbWVudDoxMTc2ODA2MjgwNDcxNDI4XzYzNzMxMDc0NTUxNTQxNQ==,2,0,0 days,walmarts calling your name!,this comment section did not disappoint no dei = no shopping at target! → youre part of dei but do you → walmarts calling your name!,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),-1 (Boycott/Negative),0.5,-0.5,0,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkyMzQzNjQ2NjQ0MDM1MQ==,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE1NDE5Nzk4NTY0OTg0ODU=,"What a weird thing to request. If you were actually a Costco customer you’d know that you haven’t needed a physical card to shop there for years. It’s digital, on the app. People can cut up their card if they still have it, but most people don’t. It’s a moot point considering you can just use the app. Strange ask.",2/1/25,reply,1,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzE2NTQ2NDA1OTIwNzcxNTY=,2,0,0 days,"what a weird thing to request. if you were actually a costco customer youd know that you havent needed a physical card to shop there for years. its digital, on the app. people can cut up their card if they still have it, but most people dont. its a moot point considering you can just use the app. strange ask.","never shopping at costco again just cut my cards up because there is no place for dei in america its racism! → show it. show us your cut up card → what a weird thing to request. if you were actually a costco customer youd know that you havent needed a physical card to shop there for years. its digital, on the app. people can cut up their card if they still have it, but most people dont. its a moot point considering you can just use the app. strange ask.",1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear towards DEI),-0.5,0,0,0
Costco,2/6/25 14:00,Y29tbWVudDoxMDM4MzA2NzI4MzI3NDkwXzk4Njc1NzIwNjY1OTIzNg==,Y29tbWVudDoxMDM4MzA2NzI4MzI3NDkwXzExODg2MzYzMTYzMDQwOTE=,There We Are Then,2/9/25,reply,0,0,1,Y29tbWVudDoxMDM4MzA2NzI4MzI3NDkwXzk5NjMzNzEyNTg4Mjc4MA==,2,0,0 days,there we are then,no dei pancakes for me thanks → lol. you don't need anymore pancakes!!! try a salad → there we are then,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),-1 (Boycott/Negative),-0.5,-0.5,0,0
Costco,1/29/25 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzQxMDQ4ODY4NDMwNzI5ODA=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzExNjU4NTkxMDgzMzA3OTI=,bye emma…I see the memo went out to folks who don’t even shop at COSTCO to come spread their hate. There are other stores who might welcome you.,2/1/25,reply,1,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzExNjU4NTkxMDgzMzA3OTI=,1,2,0 days,bye emma...i see the memo went out to folks who dont even shop at costco to come spread their hate. there are other stores who might welcome you.,love costco more than ever! keep up the good work of supporting equality and diversity in the workplace! → bye emma...i see the memo went out to folks who dont even shop at costco to come spread their hate. there are other stores who might welcome you.,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0,0,0,0
Target,2/2/25 11:06,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzYyNjg3MTAwMzYxODI0MQ==,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzExNTgzMTg2OTU5MDkxNTA=,"See, that WOULD be beautiful if they hadn’t just rolled back their DEI initiatives…which is a move in the exact opposite direction of representation and empowerment. It would probably also mean more if you didn’t work for Target.",2/7/25,reply,0,0,0,Y29tbWVudDoxMTcxMzM2NDkxMDE4NDA3XzExNTgzMTg2OTU5MDkxNTA=,1,0,0 days,"see, that would be beautiful if they hadnt just rolled back their dei initiatives...which is a move in the exact opposite direction of representation and empowerment. it would probably also mean more if you didnt work for target.","i believe its worth acknowledging targets effort to celebrate black joy and support black-owned brands. this initiative highlights the importance of representation and community empowerment, which is something we can all appreciate and support. → see, that would be beautiful if they hadnt just rolled back their dei initiatives...which is a move in the exact opposite direction of representation and empowerment. it would probably also mean more if you didnt work for target.",1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Costco,2/2/25 9:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzU5MzU4MzU4MzQ2OTI1NQ==,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzE2MzkzODI0MDY5NjkwNzA=,DEI is RACIST!!,2/8/25,reply,2,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzU1ODgyNjU5NzE0MjkzNA==,3,1,0 days,dei is racist!!,"what about all the other customers? → it's only white straight men that don't fall under dei, oh and non disabled. → dei is racist!!",1,-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1 (Anti-DEI),0 (Neutral/Unclear/No PI),-1,0,-1,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk4NTA1MDU0MDE2OTMyNg==,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzI1NzM5MDAyNDYxNDAzNzQ=,toddler,2/1/25,reply,2,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzI1NzM5MDAyNDYxNDAzNzQ=,1,0,0 days,toddler,sams! sams ! sams ! → toddler,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/28/25 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzU1OTU4NDE4MDQxNDg1Mw==,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzQ2OTkyNDA2MjgzOTM4OQ==,thank goodness bye,2/1/25,reply,12,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzQ2OTkyNDA2MjgzOTM4OQ==,1,6,0 days,thank goodness bye,spending more of our time at bjs now. → thank goodness bye,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/27/25 15:18,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5Xzk4MDExMzExNDA1NTEyOQ==,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkyNjgyMzkzOTYzMTE1NQ==,bye,2/1/25,reply,0,0,1,Y29tbWVudDoxMDMxMDIyMzcyMzg5MjU5XzkyNjgyMzkzOTYzMTE1NQ==,1,144,0 days,bye,not renewing my membership unless you get rid of dei! → bye,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),-1 (Boycott/Negative),0,-0.5,0,0
Google,2/6/25 7:26,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk1MjY1NDY2NjczNjQyOTI=,,Hello! Our google reviews dropped down from 203 to 170? This is a total loss of our effort and business. Can you please investigate?,2/13/25,initial,0,0,0,Y29tbWVudDoxMTQ2MDY0MjQ2OTA1NTUxXzk1MjY1NDY2NjczNjQyOTI=,0,114,0 days,hello! our google reviews dropped down from 203 to 170? this is a total loss of our effort and business. can you please investigate?,hello! our google reviews dropped down from 203 to 170? this is a total loss of our effort and business. can you please investigate?,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/21/25 12:00,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzEyNTc1NDgyNDUzMjg3NjU=,,Jesus Christ!,1/24/25,initial,0,0,1,Y29tbWVudDoxMDI2NDgwMjY5NTEwMTM2XzEyNTc1NDgyNDUzMjg3NjU=,0,458,0 days,jesus christ!,jesus christ!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Delta,2/10/25 9:02,Y29tbWVudDoxMDE5MTM4MTMzNTY4NDMyXzc4MTM4MDkxNzY5OTM3OQ==,,"Expose Corruption, Civil Rights Violations, Judges, Cps.",2/15/25,initial,1,0,1,Y29tbWVudDoxMDE5MTM4MTMzNTY4NDMyXzc4MTM4MDkxNzY5OTM3OQ==,0,132,0 days,"expose corruption, civil rights violations, judges, cps.","expose corruption, civil rights violations, judges, cps.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/9/25 9:00,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0Xzk5NDMyOTI4Mjc4ODcyMg==,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzQ1NjExMzIzMDkxNTE5Ng==,I love the kiosk ordering. I hate racists.,2/9/25,reply,2,0,1,Y29tbWVudDoxMDQwMzExMDU0NzkzNzI0XzQ1NjExMzIzMDkxNTE5Ng==,1,4,0 days,i love the kiosk ordering. i hate racists.,"we stopped using the food court when you put in the kiosk ordering systems. we have since pretty much stopped shopping at costco, and are reevaluating our membership due to your leftwing policies. → i love the kiosk ordering. i hate racists.",1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Target,1/24/25 8:17,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzE2MTkwMzQ0MjU0ODUzODI=,,"Next time I’m out of anything, I will absolutely go to Costco.",1/31/25,initial,82,0,0,Y29tbWVudDoxMTY0NjU3NjQxNjg2MjkyXzE2MTkwMzQ0MjU0ODUzODI=,0,488,0 days,"next time im out of anything, i will absolutely go to costco.","next time im out of anything, i will absolutely go to costco.",0,0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0,1,0,1
Costco,1/30/25 10:37,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzEzNTgxNTIyNzUzNDYzMDM=,,"Costco thank you for recognizing the importance of diversity, equity, and inclusion in your employees. Stand your ground! To those of you that oppose DEI, your racism is showing! Check yourself.",2/1/25,initial,10,0,1,Y29tbWVudDoxMDMzMDc4OTQ1NTE2OTM1XzEzNTgxNTIyNzUzNDYzMDM=,0,175,0 days,"costco thank you for recognizing the importance of diversity, equity, and inclusion in your employees. stand your ground! to those of you that oppose dei, your racism is showing! check yourself.","costco thank you for recognizing the importance of diversity, equity, and inclusion in your employees. stand your ground! to those of you that oppose dei, your racism is showing! check yourself.",1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Costco,2/12/25 9:23,Y29tbWVudDoxMDQyNDY2Mzc0NTc4MTkyXzk3Njg1MjA1NzcxNzIwMg==,,Jimmy Rivera !!!!!,2/16/25,initial,0,0,1,Y29tbWVudDoxMDQyNDY2Mzc0NTc4MTkyXzk3Njg1MjA1NzcxNzIwMg==,0,120,0 days,jimmy rivera !!!!!,jimmy rivera !!!!!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Delta,2/19/25 14:53,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzExODc2NTI4Njk1NDM2NzE=,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzY1NDM3NTc2MDQzODgxMg==,clueless you are. Ed released a press release within a couple hours. Families involved are personally being assisted and don’t rely on the media to provide them information!,2/22/25,reply,21,0,1,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzY1NDM3NTc2MDQzODgxMg==,1,9,0 days,clueless you are. ed released a press release within a couple hours. families involved are personally being assisted and dont rely on the media to provide them information!,how pathetic it took this long for apologies to passengers and thanks to crew. you'd think the largest airline would have a crises management plan. delta's employees are great but too management is clueless. → clueless you are. ed released a press release within a couple hours. families involved are personally being assisted and dont rely on the media to provide them information!,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/18/25 12:00,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzkxNzUwOTQ1NjgzODE1Ng==,,Not putting any more $$s in at Costco and don't bother with St. George UT new store We don't support any company that doesn't support the will of the people. DO AWAY WITH DEI,1/31/25,initial,0,0,1,Y29tbWVudDoxMDI0MzM4NTg2MzkwOTcxXzkxNzUwOTQ1NjgzODE1Ng==,0,216,0 days,not putting any more $$s in at costco and don't bother with st. george ut new store we don't support any company that doesn't support the will of the people. do away with dei,not putting any more $$s in at costco and don't bother with st. george ut new store we don't support any company that doesn't support the will of the people. do away with dei,1,-1 (Anti-DEI),-1 (Boycott/Negative),-1 (Anti-DEI),-1 (Boycott/Negative),-1,-1,-1,-1
Costco,2/5/25 10:15,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzEzNDk1NjQ4NjkzNzI4MzE=,,Are you ashamed to show the price per pound? $8 off doesn’t mean a thing!,2/9/25,initial,4,0,1,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzEzNDk1NjQ4NjkzNzI4MzE=,0,293,0 days,are you ashamed to show the price per pound? $8 off doesnt mean a thing!,are you ashamed to show the price per pound? $8 off doesnt mean a thing!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0,0,0
Costco,1/28/25 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg5OTQzNTk5MzA2NTk1NjM=,,"Thank you, Costco, for standing up for what’s right!",2/1/25,initial,0,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5Xzg5OTQzNTk5MzA2NTk1NjM=,0,520,0 days,"thank you, costco, for standing up for whats right!","thank you, costco, for standing up for whats right!",0,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Google,2/6/25 7:42,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU4MzE2NDQ0NDcyNDU1OA==,,"Correct Golf of America…. It has and will always be GULF OF MEXICO 
!!!",2/20/25,initial,0,0,0,Y29tbWVudDoxMTc3NzQ2ODEwMzczNDE4XzU4MzE2NDQ0NDcyNDU1OA==,0,485,0 days,correct golf of america.... it has and will always be gulf of mexico !!!,correct golf of america.... it has and will always be gulf of mexico !!!,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Delta,2/19/25 14:53,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzExNjg4MTcwODE0NDc0NzA=,,"I am writing to formally demand compensation for what can only be described as an absolute disaster of a travel experience on 03/10 and 03/11 2025. From the moment I arrived at the airport, your airline subjected me to a series of unacceptable failures, culminating in the loss of my luggage and a delayed arrival at my final destination.",3/15/25,initial,1,0,1,Y29tbWVudDoxMDI2MTU4MjY5NTMzMDg1XzExNjg4MTcwODE0NDc0NzA=,0,422,0 days,"i am writing to formally demand compensation for what can only be described as an absolute disaster of a travel experience on 03/10 and 03/11 2025. from the moment i arrived at the airport, your airline subjected me to a series of unacceptable failures, culminating in the loss of my luggage and a delayed arrival at my final destination.","i am writing to formally demand compensation for what can only be described as an absolute disaster of a travel experience on 03/10 and 03/11 2025. from the moment i arrived at the airport, your airline subjected me to a series of unacceptable failures, culminating in the loss of my luggage and a delayed arrival at my final destination.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/3/25 11:07,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzI1OTU3OTkwOTcyOTgwNTQ=,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzYwNTQ5NzA1OTAwNDQ4MA==,womp womp,2/9/25,reply,0,0,1,Y29tbWVudDoxMDM2MDU3NTIxODg1NzQ0XzU5NDc1NTQ1MzM2ODczMw==,2,0,0 days,womp womp,thanks for your commitment to dei as well as your support of your workers. proud to be a member and shareholder! → idiot → womp womp,1,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear/No PI),1 (Buy/Positive),0,0.5,0,0
Costco,1/29/25 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2Xzk3NDkzMjU5NDUzNDg1MQ==,,Bring back the replaced chicken containers.,2/1/25,initial,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2Xzk3NDkzMjU5NDUzNDg1MQ==,0,306,0 days,bring back the replaced chicken containers.,bring back the replaced chicken containers.,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/17/25 10:04,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzE1Mjc0NDkzNjEyNTI4MjY=,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzYxNjQwODIwMDc3NDE1Ng==,she’s just trying to help keep medical insurance costs down.,1/24/25,reply,0,0,1,Y29tbWVudDoxMDIzNTI5Mjc2NDcxOTAyXzk4MzAzMjYxMDM5OTc3Nw==,2,0,0 days,shes just trying to help keep medical insurance costs down.,"not even real potatoes, total junk and seed oils. there are better alternatives. → oh no the health experts are out → shes just trying to help keep medical insurance costs down.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,1/28/25 15:40,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzM2NDg1NTMxMzg3MDAzOTk=,,Thank you for your commitment to diversity!,2/1/25,initial,1,0,1,Y29tbWVudDoxMDMxNzczMjA1NjQ3NTA5XzM2NDg1NTMxMzg3MDAzOTk=,0,520,0 days,thank you for your commitment to diversity!,thank you for your commitment to diversity!,1,1 (Pro-DEI),0 (Neutral/Unclear/No PI),1 (Pro-DEI),0 (Neutral/Unclear/No PI),1,0,1,0
Costco,2/2/25 9:00,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzE3NDU3MTc4OTI5NDEyMzE=,,Please open and invest many stores in Germany,2/8/25,initial,0,0,1,Y29tbWVudDoxMDM1MjM4NzUxOTY3NjIxXzE3NDU3MTc4OTI5NDEyMzE=,0,185,0 days,please open and invest many stores in germany,please open and invest many stores in germany,0,0 (Neutral/Unclear towards DEI),1 (Buy/Positive),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0.5,0,0
Costco,1/29/25 9:00,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzE4MzI4OTA0NjQxNTExODU=,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzY0OTM0MTg4Nzc1Nzk5MQ==,well have fun. Their meat is horrible quality.,2/1/25,reply,0,0,1,Y29tbWVudDoxMDMyMzEyMjAyMjYwMjc2XzUzMTk2OTUyOTg5Njc3OA==,7,1,0 days,well have fun. their meat is horrible quality.,"bjs is super low quality compared to costco → not everything, in fact both have a significant amount of the exact same brands → well have fun. their meat is horrible quality.",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear towards DEI),0,0.5,0,0
Delta,2/18/25 6:49,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzIwNjU0Njk5MTcyMTU1MTQ=,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0Xzg1NDI4MDQ2MzQ0NjU4Ng==,yes the child was one of the injured. Taken to Sick Kids Hospital,2/22/25,reply,0,0,1,Y29tbWVudDoxMDI1MDcyNTEyOTc0OTk0XzYxOTk2MTgyMDk2NDU4Mg==,2,2,0 days,yes the child was one of the injured. taken to sick kids hospital,delta please get things straightened out. we fly with ya multiple times during the year and we trust ya even now. 2000 flights a day around the world and we still love flying with ya. → 100% imagine if a baby was on this flight → yes the child was one of the injured. taken to sick kids hospital,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/11/25 14:38,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzM5NDQ0NzQ5NTkyMTQxMDQ=,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzYwMTc0Mzc4OTI4OTE2Mg==,"Juan- Great question! Sadly, we can only view inventory for Costco U.S locations. Please reach out to our Costco Spain team for stock in your area. Thanks for getting in touch. -Bekah",2/23/25,reply,0,0,1,Y29tbWVudDoxMDQxOTQ2MTUxMjk2ODgxXzYwMTc0Mzc4OTI4OTE2Mg==,1,0,7 days,"juan- great question! sadly, we can only view inventory for costco u.s locations. please reach out to our costco spain team for stock in your area. thanks for getting in touch. -bekah","cotsco spain too???? → juan- great question! sadly, we can only view inventory for costco u.s locations. please reach out to our costco spain team for stock in your area. thanks for getting in touch. -bekah",0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
Costco,2/5/25 10:15,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzExMTU1OTA5MjAzNjM5OTY=,,Nguoi mẫu tuyệt vời…. Ông mặt trời,2/9/25,initial,0,0,1,Y29tbWVudDoxMDM3NDU4MTExNzQ1Njg1XzExMTU1OTA5MjAzNjM5OTY=,0,293,0 days,nguoi mu tuyt vi.... ng mt tri,nguoi mu tuyt vi.... ng mt tri,0,0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0 (Neutral/Unclear towards DEI),0 (Neutral/Unclear/No PI),0,0,0,0
